FMID,MarketName,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
1018479,Portland Farmers Market - Northwest,Portland,Multnomah,Oregon,97209,-122.6903025,45.5249448,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N
1003192,Portland Farmers Market I,Portland,Jay,Indiana,47371,-84.976,40.4225,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003191,Portland Farmers Market II,Portland,Jay,Indiana,47371,-84.9805,40.4324,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009899,Portland Farmers' Market- Deering Oaks Park,Portland,Cumberland,Maine,4101,-70.271919,43.658621,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y
1018312,St. Johns Farmers Market,Portland,Multnomah,Oregon,97203,-122.7544853,45.5901096,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N
1018463,Woodlawn Farmers Market,Portland,Multnomah,Oregon,97211,-122.656968,45.571925,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1012324,Woodstock Farmers Market,Portland,Multnomah,Oregon,97206,-122.6149508,45.4789791,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y
1018480,Portland Farmers Market - Pioneer Courthouse Square,Portland ,Multnomah,Oregon,97205,-122.678622,45.5191021,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N
1018482,Portland Farmers Market - Portland State University,Portland ,Multnomah,Oregon,97201,-122.6850889,45.5124099,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
1018483,Portland Farmers Market - Shemanski Park,Portland ,Multnomah,Oregon,97205,-122.6825474,45.5170877,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y
1009901,Portland Farmers' Market- Indoor Winter Market,Portland ,Cumberland,Maine,4101,-70.256083,43.669137,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N
1009900,Portland Farmers' Market- Monument Square,Portland ,Cumberland,Maine,4101,-70.2589011,43.6573589,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y
1009394,Main Street Portsmouth Farmers Market ,Portsmouth,,Ohio,45662,-82.9966,38.7341,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007797,Portsmouth Farmers' Market,Portsmouth,Rockingham,New Hampshire,3801,-70.7535534,43.0711929,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N
1001985,Portsmouth Olde Towne Farmers' Market,Portsmouth,Portsmouth,Virginia,23704,-76.300908,36.835299,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1011931,Old Town Poteau Farmer's Market,Poteau ,Le Flore,Oklahoma,74953,-94.622113,35.05215,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N
1003695,Dale's Saturday Market,Potlatch,Latah,Idaho,,-116.965,46.9223,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005530,Potomac Village Farmers Market,Potomac,Montgomery,Maryland,20854,-77.204468,39.026635,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N
1008681,Martin's Farmstand,Potsdam,St. Lawrence,New York,,-74.90375,44.670983,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1010842,Potsdam Farmers Market,Potsdam ,St. Lawrence,New York,13676,-74.9850133,44.6660049,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y
1007113,POTTSTOWN FARM MARKET,Pottstown,Montgomery County,Pennsylvania,,-75.6473,40.2449,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007090,Pottsville Farmers Market,Pottsville,Schuylkill,Pennsylvania,17901,-76.1947,40.6867,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008236,Arlington Farmers Market,Poughkeepsie,Dutchess,New York,12603,-73.901164,41.691447,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N
1005610,Poughkeepsie Farmers' Market,Poughkeepsie,Dutchess,New York,12601,-73.930864,41.712841,Y,Y,N,N,Y,-,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N
1017978,Poughkeepsie Waterfront Market,Poughkeepsie,Dutchess,New York,12601,-73.94001,41.709079,Y,Y,N,N,Y,-,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
1016854,Taste NY at Todd Hill,Poughkeepsie,Dutchess,New York,12010,-73.919869,41.694595,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,Y
1012490,Poulsbo Farmers Market,Poulsbo,Kitsap,Washington,98370,-122.649224,47.740461,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y
1012487,Suquamish Farmers Market,Poulsbo,Kitsap,Washington,98370,-122.584276,47.708097,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N
1006320,Poultney Farmers Market,Poultney,Rutland,Vermont,5764,-73.236105,43.517755,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
1005519,Old Poway Farmers Market,Poway,San Diego,California,92074,-117.0361398,32.9692891,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y
1011917,Big Horn Basin Farmers Market Powell,Powell,Park,Wyoming,82435,-108.7626956,44.7542031,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1008447,Powell Chamber of Commerce Farmers Market,Powell,Delaware,Ohio,43065,-83.0748408,40.1569811,Y,N,N,Y,N,-,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N
1005072,Powell Farmers Market,Powell,Park,Wyoming,82435,-108.757,44.7538,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1012021,Powers Spalding Farmers Market,Powers,Menominee,Michigan,49874,-87.518173,45.694752,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
1001614,Powers Lake Farmers Market,Powers Lake. ND,Burke,North Dakota,58773,-102.647,48.5624,N,N,N,N,N,-,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1012579,Powhatan Farmers Market,Powhatan,Powhatan,Virginia,23139,-77.817293,37.522266,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y
1002922,Poynette Area Farmers Market,Poynette,Columbia,Wisconsin,53955,-89.40309,43.389924,N,Y,N,Y,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y
1001041,Havelock Farmers Market,Prague,,Nebraska,68050,-96.8084,41.3103,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1018782,Prairie City Farmers Market,Prairie City,Jasper,Iowa,50228,-93.23614,41.598313,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1012648,Prairie Street Farmers Market,Prairie du Chien ,Crawford,Wisconsin,53821,-91.149952,43.05166,Y,Y,N,N,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N
1010108,Sauk Prairie Farmers Market,Prairie du Sac,Sauk,Wisconsin,,-89.729784,43.285309,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006909,Prattsburgh's Sustainable Farmers Market,Prattsburgh,Steuben,New York,14873,-77.289063,42.5202059,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N
1006225,Prattville  Autauga Farmers Market,Prattville,Autauga,Alabama,36067,-86.4523,32.4693,N,N,N,N,N,-,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1003536,Nevada County Farmers Market,Prescott,Nevada,Arkansas,71857,-93.3757,33.8069,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010947,Prescott Farmers Market,Prescott,Yavapai,Arizona,86301,-112.453003,34.546291,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N
1010948,Prescott Farmers Market,Prescott,Yavapai,Arizona,86301,-112.479484,34.557867,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N
1002428,Presque Isle Farmers Market,Presque Isle,Aroostook,Maine,4769,-68.0093,46.70061,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
1005921,Preston Farmers Market,Preston,Jackson,Iowa,52069,-90.4115,42.0585,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007509,Preston Farmers’ Market,Preston,New London,Connecticut,,-71.9841,41.4881,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001834,Hilltown Farmers Market,PRESTON HOLLOW,Albany,New York,12469,-74.2013,42.4384,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1019293,Floyd County Farmers Market,Prestonsburg ,Floyd,Kentucky,41653,-82.751824,37.701641,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y
1019149,Price Farmers Market,Price,Carbon,Utah,84501,-110.8088043,39.6010798,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1003228,Priest River Farmer's and Flea Market,Priest River,Bonner,Idaho,83856,-116.908,48.1844,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005681,Primghar Farmers Market,Primghar,O'Brien,Iowa,51245,-95.6269,43.0853,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004193,Calvert County Farmers Market - Prince Frederick,Prince Frederick,Calvert,Maryland,20678,-76.597676,38.558772,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N
1008002,Prince George Farmers Market,Prince George,,Virginia,23875,-77.8623,39.2939,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008314,Prince George County Farmer's Market,Prince George ,Prince George,Virginia,23875,-77.287352,37.224441,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1000487,Shore Fresh Growers Farmers Markets,Princess Anne,Somerset,Maryland,21853,-75.692582,38.203065,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1005865,Greening Princeton Farmers Market,Princeton,Mercer,New Jersey,8544,-74.6563,40.3474,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002638,Mercer County Tailgate Produce Market,Princeton,Mercer,West Virginia,24740,-81.0272,37.4111,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1012388,Princeton Farmers and Artisans Market,Princeton,Washington,Maine,4668,-67.57199,45.22101,Y,Y,Y,N,Y,-,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1005503,Princeton Farmers Market,Princeton,Gibson,Indiana,47670,-87.5757,38.3589,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003027,Princeton Farmers' Market,Princeton,Mercer,New Jersey,8542,-74.6605145,40.3514776,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N
1003763,Princeton Farmers' Market,Princeton,Bureau,Illinois,61356,-89.464793,41.384158,N,Y,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1010605,Berry's Produce & Country Market,Princeton ,Gibson,Indiana,47670,-87.583806,38.357542,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1018363,Princeton Farmers Market,Princeton ,Mille Lacs,Minnesota,55371,-93.579974,45.568473,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1010239,Princeton's Farm to Fork Farmer's Market,Princeton ,Green Lake,Wisconsin,54968,-89.124066,43.846902,N,N,N,N,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N
1003342,Prineville Farmers' Market,Prineville,Crook,Oregon,97754,-120.8422335,44.3029189,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1018777,Prospect Area Farmer's Market,Prospect ,Oldham,Kentucky,40059,-85.592488,38.369198,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N
1004395,PROSSER FARMERS MARKET,PROSSER,Benton,Washington,99350,-119.7653,46.20446,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N
1005919,Protivin Farmers Market,Protivin,Howard,Iowa,52163,-92.09093,43.215719,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1018579,Captiol Hill Farmers Market,Providence,Providence,Rhode Island,2908,-71.414641,41.833418,Y,Y,Y,Y,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1006783,Providence Downtown Farmers Market,Providence,Providence,Rhode Island,2903,-71.411784,41.825224,Y,Y,Y,Y,Y,-,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1017972,Sankofa World Market,Providence,Providence,Rhode Island,2907,-71.425598,41.805143,Y,Y,Y,Y,Y,-,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1019466,Armory Farmers Market,Providence ,Providence,Rhode Island,2909,-71.432244,41.814735,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N
1019467,Broad St. Farmers Market,Providence ,Providence,Rhode Island,2907,-71.418983,41.802051,Y,Y,Y,Y,Y,-,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1019468,Brown University Farmers Market,Providence ,Providence,Rhode Island,2912,-71.399886,41.823466,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N
1019426,Hope Street Farmers Market,Providence ,Providence,Rhode Island,2906,-71.391532,41.855306,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y
1019470,Neutaconkanut Farmers Market,Providence ,Providence,Rhode Island,2909,-71.462413,41.812752,Y,Y,Y,Y,Y,-,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
1012446,Provincetown Farmers Market,Provincetown,Barnstable,Massachusetts,2657,-70.1876201,42.051278,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,N
1002154,Provo's Farmers Market,Provo,Utah,Utah,84601,-111.668,40.2325,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001899,Mayes County Farmers Market,Pryor,Mayes,Oklahoma,74361,-95.315881,36.309281,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N
1000015,Evening Farmer's Market on the Riverwalk,Pueblo,Pueblo,Colorado,81003,-104.613,38.2651,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007865,Farmers Market of Pueblo,Pueblo,,Colorado,,-104.621,38.2721,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003506,Pueblo Farmers' Marketeers,Pueblo,Pueblo,Colorado,,-104.62,38.2704,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003075,The Main Event and Farmers' Market,Pueblo,Pueblo,Colorado,,-104.61,38.268,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002545,Giles County Farmers Market,Pulaski,Giles,Tennessee,38478,-87.0319,35.1992,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001833,Hillside Market,Pulaski,Oswego,New York,13142,-76.173678,43.587729,Y,Y,Y,N,Y,-,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N
1001180,Pulaski Farmers Market,Pulaski,Oswego,New York,13142,-78.8296,42.8216,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1018103,Pulaski The Marketplace,Pulaski,Pulaski,Virginia,24301,-80.7792887,37.0458736,Y,N,N,N,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N
1009554,Pullman Farmers Market ,Pullman,,Washington,99163,-117.179,46.7307,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1018302,Punta Gorda Farmers Market,Punta Gorda ,Charlotte,Florida,33950,-82.050451,26.934507,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y
1010327,Punta Gorda History Park Farmers Market,Punta Gorda ,Charlotte,Florida,33950,-82.055929,26.925563,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N
1007765,Putnam Farmers Market,Putnam,Windham,Connecticut,6260,-71.9214,41.9277,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005129,Putney Farmers' Market - Indoor/Winter,Putney,Windham,Vermont,5346,-72.541118,42.991213,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N
1011084,Putney Farmers' Market - Outdoor/Summer,Putney,Windham,Vermont,5346,-72.5227336,42.9677795,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N
1003402,Puyallup Farmers' Market,Puyallup,Pierce,Washington,98371,-122.2944912,47.1887299,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N
1018499,quakertown farmers market,quakertown,Bucks,Pennsylvania,18951,-75.3307565,40.4316102,Y,Y,Y,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y
1010311,Quantico Farmers Market,Quantico ,Stafford,Virginia,22134,-77.349926,38.520335,Y,N,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1019477,Quapaw Farmers Market,Quapaw,Ottawa,Oklahoma,74363,-94.787418,36.955063,Y,N,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N
1000086,Astoria Greenmarket,Queens,Queens,New York,11106,-73.932452,40.767672,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000088,Corona Greenmarket,Queens,Queens,New York,11368,-73.8626778,40.7499046,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1003892,Culinary Kids Farmers Market I,Queens,Queens,New York,11691,-73.547802,40.819525,Y,Y,Y,Y,Y,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1000089,Elmhurst Hopsital Greenmarket,Queens,Queens,New York,11373,-73.8845641,40.745901,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
1008916,Forest Hills,Queens,Queens,New York,11375,-73.846385,40.72188,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N
1005329,Harvest Home Metropolitan Avenue Market,Queens,Queens,New York,,-73.8512,40.7107,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
